Site,Point.ID,Date,Survey.number,Species - Scientific Name,Species - 4-letter Code,Count,Distance,Detected By,,,,,,,,,
Jayuya II,7053-5,03/07/18,4,Todus mexicanus,PRTO,1,0-10,Sound (Canto),,,,,,,,,
Jayuya II,7053-5,03/07/18,4,Vireo altiloquus,BWVI,1,0-10,Sound (Canto),,,,,,,,,
Jayuya II,7053-5,03/07/18,4,Zenaida asiatica,WWDO,1,0-10,Sound (Canto),,,,,,,,,
Jayuya II,7053-5,03/07/18,,Zenaida asiatica,WWDO,,Fly-over/Volandos,,,,,,,,,,
Adjuntas II,7717-1,03/08/18,1,#N/A,,1,,Sound (Canto),,,,,,,,,
Adjuntas II,7717-1,03/08/18,1,Vireo latimeri,PRVI,2,26-50,Sound (Canto),,,,,,,,,
Adjuntas II,7717-1,03/08/18,1,Setophaga americana,NOPA,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-1,03/08/18,1,Loxigilla portoricensis,PRBU,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-1,03/08/18,1,Loxigilla portoricensis,PRBU,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas II,7717-1,03/08/18,1,Tiaris bicolor,BFGR,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas II,7717-1,03/08/18,1,Vireo latimeri,PRVI,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas II,7717-1,03/08/18,1,Spindalis portoricensis,PRSP,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas II,7717-1,03/08/18,2,Icterus portoricensis,PROR,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas II,7717-1,03/08/18,2,Zenaida asiatica,WWDO,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas II,7717-1,03/08/18,2,Melanerpes portoricensis,PRWO,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-1,03/08/18,2,Loxigilla portoricensis,PRBU,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-1,03/08/18,2,Vireo latimeri,PRVI,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas II,7717-1,03/08/18,2,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas II,7717-1,03/08/18,2,Anthracothorax viridis,GMAG,1,0-10,Sound (Canto),GRMA,,,,,,,,
Adjuntas II,7717-1,03/08/18,3,Loxigilla portoricensis,PRBU,2,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-1,03/08/18,3,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-1,03/08/18,3,Vireo latimeri,PRVI,2,0-10,Sound (Canto),,,,,,,,,
Adjuntas II,7717-1,03/08/18,4,Loxigilla portoricensis,PRBU,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas II,7717-1,03/08/18,4,Vireo latimeri,PRVI,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-1,03/08/18,4,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas II,7717-1,03/08/18,4,Vireo latimeri,PRVI,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas II,7717-1,03/08/18,4,Loxigilla portoricensis,PRBU,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas II,7717-2,03/08/18,1,Coereba flaveola,BANA,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas II,7717-2,03/08/18,1,Icterus portoricensis,PROR,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-2,03/08/18,1,Setophaga caerulescens,BTBW,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas II,7717-2,03/08/18,1,Setophaga coronata,YRWA,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas II,7717-2,03/08/18,1,Setophaga americana,NOPA,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas II,7717-2,03/08/18,1,Mniotilta varia,BAWW,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas II,7717-2,03/08/18,2,Loxigilla portoricensis,PRBU,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas II,7717-2,03/08/18,2,Loxigilla portoricensis,PRBU,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-2,03/08/18,2,Spindalis portoricensis,PRSP,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-2,03/08/18,2,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-2,03/08/18,2,Vireo altiloquus,BWVI,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas II,7717-2,03/08/18,2,Setophaga americana,NOPA,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas II,7717-2,03/08/18,2,Setophaga caerulescens,BTBW,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas II,7717-2,03/08/18,3,Spindalis portoricensis,PRSP,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-2,03/08/18,3,Loxigilla portoricensis,PRBU,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-2,03/08/18,3,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas II,7717-2,03/08/18,4,Icterus portoricensis,PROR,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas II,7717-2,03/08/18,4,Spindalis portoricensis,PRSP,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas II,7717-2,03/08/18,4,Margarops fuscatus,PETH,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas II,7717-2,03/08/18,4,Loxigilla portoricensis,PRBU,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-2,03/08/18,4,Spindalis portoricensis,PRSP,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-2,03/08/18,4,Setophaga americana,NOPA,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-2,03/08/18,4,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-3,03/08/18,1,Tyrannus caudifasciatus,LOKI,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas II,7717-3,03/08/18,1,Patagioenas squamosa,SNPI,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas II,7717-3,03/08/18,1,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas II,7717-3,03/08/18,2,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-3,03/08/18,2,Zenaida asiatica,WWDO,3,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-3,03/08/18,3,Tyrannus dominicensis,GRAK,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas II,7717-3,03/08/18,3,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-3,03/08/18,4,Spindalis portoricensis,PRSP,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-3,03/08/18,4,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-3,03/08/18,4,Margarops fuscatus,PETH,2,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-4,03/08/18,1,Melanerpes portoricensis,PRWO,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas II,7717-4,03/08/18,1,Loxigilla portoricensis,PRBU,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-4,03/08/18,1,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-4,03/08/18,1,Icterus portoricensis,PROR,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-4,03/08/18,1,Melanerpes portoricensis,PRWO,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas II,7717-4,03/08/18,1,Tyrannus caudifasciatus,LOKI,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas II,7717-4,03/08/18,1,Vireo altiloquus,BWVI,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas II,7717-4,03/08/18,2,Melanerpes portoricensis,PRWO,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas II,7717-4,03/08/18,2,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas II,7717-4,03/08/18,2,Vireo altiloquus,BWVI,2,0-10,Sound (Canto),,,,,,,,,
Adjuntas II,7717-4,03/08/18,3,Vireo altiloquus,BWVI,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas II,7717-4,03/08/18,3,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas II,7717-4,03/08/18,4,Vireo altiloquus,BWVI,2,26-50,Sound (Canto),,,,,,,,,
Adjuntas II,7717-4,03/08/18,4,Loxigilla portoricensis,PRBU,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-4,03/08/18,4,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas II,7717-4,03/08/18,4,Setophaga tigrina,CMWA,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas II,7717-5,03/08/18,1,Zenaida asiatica,WWDO,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas II,7717-5,03/08/18,2,Vireo altiloquus,BWVI,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas II,7717-5,03/08/18,2,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas II,7717-5,03/08/18,3,Spindalis portoricensis,PRSP,2,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-5,03/08/18,4,Tyrannus dominicensis,GRAK,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas II,7717-5,03/08/18,4,Margarops fuscatus,PETH,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-5,03/08/18,4,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas II,7717-5,03/08/18,,Cathartes aura,TUVU,,Fly-over/Volandos,,,,,,,,,,
Adjuntas II,7717-5,03/08/18,,Tyrannus dominicensis,GRAK,,Fly-over/Volandos,,,,,,,,,,
Jayuya VI,6881-1,03/08/18,1,Tyrannus dominicensis,GRAK,1,11-25,Sound (Canto),,,,,,,,,
Jayuya VI,6881-1,03/08/18,2,#N/A,,1,,Sound (Canto),NO BIRDS,,,,,,,,
Jayuya VI,6881-1,03/08/18,3,#N/A,,1,,Sound (Canto),NO BIRDS,,,,,,,,
Jayuya VI,6881-1,03/08/18,4,Melanerpes portoricensis,PRWO,1,26-50,Sound (Canto),,,,,,,,,
Jayuya VI,6881-1,03/08/18,4,Tyrannus dominicensis,GRAK,2,26-50,Sound (Canto),,,,,,,,,
Jayuya VI,6881-1,03/08/18,4,Zenaida asiatica,WWDO,1,26-50,Sound (Canto),,,,,,,,,
Jayuya VI,6881-1,03/08/18,,Quiscalus niger,GAGR,,Fly-over/Volandos,,,,,,,,,,
Jayuya VI,6881-1,03/08/18,,Patagioenas squamosa,SNPI,,Fly-over/Volandos,,,,,,,,,,
Jayuya VI,6881-2,03/08/18,1,Tyrannus dominicensis,GRAK,1,26-50,Sight (Visto),,,,,,,,,
Jayuya VI,6881-2,03/08/18,1,Quiscalus niger,GAGR,1,0-10,Sight (Visto),,,,,,,,,
Jayuya VI,6881-2,03/08/18,2,Mimus polyglottos,NOMO,1,26-50,Sound (Canto),,,,,,,,,
Jayuya VI,6881-2,03/08/18,2,Zenaida asiatica,WWDO,1,11-25,Sound (Canto),,,,,,,,,
Jayuya VI,6881-2,03/08/18,3,Mimus polyglottos,NOMO,1,26-50,Sound (Canto),,,,,,,,,
Jayuya VI,6881-2,03/08/18,3,Spindalis portoricensis,PRSP,1,26-50,Sound (Canto),,,,,,,,,
Jayuya VI,6881-2,03/08/18,3,Spindalis portoricensis,PRSP,1,11-25,Sight (Visto),,,,,,,,,
Jayuya VI,6881-2,03/08/18,3,Tyrannus dominicensis,GRAK,1,11-25,Sight (Visto),,,,,,,,,
Jayuya VI,6881-2,03/08/18,3,Tyrannus dominicensis,GRAK,2,0-10,Sound (Canto),,,,,,,,,
Jayuya VI,6881-2,03/08/18,4,Spindalis portoricensis,PRSP,1,26-50,Sound (Canto),,,,,,,,,
Jayuya VI,6881-2,03/08/18,4,Spindalis portoricensis,PRSP,1,11-25,Sight (Visto),,,,,,,,,
Jayuya VI,6881-2,03/08/18,4,Tyrannus dominicensis,GRAK,1,0-10,Sight (Visto),,,,,,,,,
Jayuya VI,6881-2,03/08/18,,Patagioenas squamosa,SNPI,,Fly-over/Volandos,,,,,,,,,,
Jayuya VI,6881-2,03/08/18,,Mimus polyglottos,NOMO,,Fly-over/Volandos,,,,,,,,,,
Jayuya VI,6881-3,03/09/18,1,Quiscalus niger,GAGR,1,26-50,Sight (Visto),,,,,,,,,
Jayuya VI,6881-3,03/09/18,1,Zenaida asiatica,WWDO,6,11-25,Sight (Visto),,,,,,,,,
Jayuya VI,6881-3,03/09/18,1,Tyrannus dominicensis,GRAK,1,11-25,Sight (Visto),,,,,,,,,
Jayuya VI,6881-3,03/09/18,1,Quiscalus niger,GAGR,9,0-10,Sight (Visto),16 IND,,,,,,,,
Jayuya VI,6881-3,03/09/18,1,Columba livia,ROPI,6,0-10,Sight (Visto),,,,,,,,,
Jayuya VI,6881-3,03/09/18,1,Tyrannus dominicensis,GRAK,1,0-10,Sight (Visto),,,,,,,,,
Jayuya VI,6881-3,03/09/18,2,Zenaida asiatica,WWDO,1,0-10,Sight (Visto),,,,,,,,,
Jayuya VI,6881-3,03/09/18,2,Tyrannus dominicensis,GRAK,2,0-10,Sight (Visto),,,,,,,,,
Jayuya VI,6881-3,03/09/18,2,Quiscalus niger,GAGR,4,0-10,Sight (Visto),,,,,,,,,
Jayuya VI,6881-3,03/09/18,3,Tyrannus dominicensis,GRAK,1,26-50,Sight (Visto),,,,,,,,,
Jayuya VI,6881-3,03/09/18,3,Zenaida asiatica,WWDO,1,11-25,Sight (Visto),MOVE,,,,,,,,
Jayuya VI,6881-3,03/09/18,3,Quiscalus niger,GAGR,4,0-10,Sight (Visto),,,,,,,,,
Jayuya VI,6881-3,03/09/18,3,Tyrannus dominicensis,GRAK,1,0-10,Sight (Visto),MOVE,,,,,,,,
Jayuya VI,6881-3,03/09/18,3,Zenaida asiatica,WWDO,1,0-10,Sight (Visto),,,,,,,,,
Jayuya VI,6881-3,03/09/18,4,Spindalis portoricensis,PRSP,1,26-50,Sound (Canto),,,,,,,,,
Jayuya VI,6881-3,03/09/18,4,Columba livia,ROPI,7,11-25,Sight (Visto),,,,,,,,,
Jayuya VI,6881-3,03/09/18,4,Quiscalus niger,GAGR,9,0-10,Sight (Visto),10 IND,,,,,,,,
Jayuya VI,6881-3,03/09/18,4,Tyrannus dominicensis,GRAK,2,0-10,Sight (Visto),,,,,,,,,
Jayuya VI,6881-3,03/09/18,,Columba livia,ROPI,,Fly-over/Volandos,,,,,,,,,,
Jayuya VI,6881-4,03/09/18,1,Vireo altiloquus,BWVI,2,26-50,Sound (Canto),,,,,,,,,
Jayuya VI,6881-4,03/09/18,2,Vireo altiloquus,BWVI,1,26-50,Sound (Canto),,,,,,,,,
Jayuya VI,6881-4,03/09/18,2,Melanerpes portoricensis,PRWO,1,26-50,Sound (Canto),,,,,,,,,
Jayuya VI,6881-4,03/09/18,3,Vireo altiloquus,BWVI,1,26-50,Sound (Canto),,,,,,,,,
Jayuya VI,6881-4,03/09/18,3,Zenaida asiatica,WWDO,1,11-25,Sound (Canto),,,,,,,,,
Jayuya VI,6881-4,03/09/18,4,Vireo altiloquus,BWVI,1,26-50,Sound (Canto),,,,,,,,,
Jayuya VI,6881-5,03/09/18,1,Tyrannus caudifasciatus,LOKI,1,26-50,Sound (Canto),,,,,,,,,
Jayuya VI,6881-5,03/09/18,1,Zenaida asiatica,WWDO,1,11-25,Sight (Visto),,,,,,,,,
Jayuya VI,6881-5,03/09/18,1,Turdus plumbeus,RLTH,1,11-25,Sound (Canto),,,,,,,,,
Jayuya VI,6881-5,03/09/18,2,Zenaida asiatica,WWDO,1,11-25,Sight (Visto),,,,,,,,,
Jayuya VI,6881-5,03/09/18,3,Zenaida asiatica,WWDO,1,11-25,Sight (Visto),,,,,,,,,
Jayuya VI,6881-5,03/09/18,4,Turdus plumbeus,RLTH,1,26-50,Sound (Canto),,,,,,,,,
Jayuya VI,6881-5,03/09/18,4,Zenaida asiatica,WWDO,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-1,03/09/18,1,Icterus portoricensis,PROR,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas III,6877-1,03/09/18,1,Todus mexicanus,PRTO,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-1,03/09/18,1,Margarops fuscatus,PETH,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-1,03/09/18,1,Euphonia musica,ANEU,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-1,03/09/18,1,Vireo altiloquus,BWVI,2,0-10,Sound (Canto),,,,,,,,,
Adjuntas III,6877-1,03/09/18,2,Loxigilla portoricensis,PRBU,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas III,6877-1,03/09/18,2,Turdus plumbeus,RLTH,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas III,6877-1,03/09/18,2,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-1,03/09/18,2,Vireo altiloquus,BWVI,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas III,6877-1,03/09/18,3,Loxigilla portoricensis,PRBU,3,26-50,Sound (Canto),MOVE,,,,,,,,
Adjuntas III,6877-1,03/09/18,3,Icterus portoricensis,PROR,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-1,03/09/18,3,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-1,03/09/18,4,Loxigilla portoricensis,PRBU,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas III,6877-1,03/09/18,4,Vireo altiloquus,BWVI,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas III,6877-1,03/09/18,4,Icterus portoricensis,PROR,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas III,6877-1,03/09/18,4,Loxigilla portoricensis,PRBU,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-1,03/09/18,4,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-1,03/09/18,,Zenaida asiatica,WWDO,,Fly-over/Volandos,,,,,,,,,,
Adjuntas III,6877-1,03/09/18,,Quiscalus niger,GAGR,,Fly-over/Volandos,,,,,,,,,,
Adjuntas III,6877-2,03/09/18,1,Coereba flaveola,BANA,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas III,6877-2,03/09/18,1,Vireo altiloquus,BWVI,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas III,6877-2,03/09/18,1,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-2,03/09/18,1,Icterus portoricensis,PROR,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-2,03/09/18,1,Spindalis portoricensis,PRSP,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-2,03/09/18,1,Patagioenas squamosa,SNPI,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-2,03/09/18,2,Margarops fuscatus,PETH,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas III,6877-2,03/09/18,2,Turdus plumbeus,RLTH,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas III,6877-2,03/09/18,2,Coereba flaveola,BANA,2,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-2,03/09/18,2,Patagioenas squamosa,SNPI,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-2,03/09/18,2,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-2,03/09/18,2,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas III,6877-2,03/09/18,3,Vireo altiloquus,BWVI,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas III,6877-2,03/09/18,3,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-2,03/09/18,3,Todus mexicanus,PRTO,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-2,03/09/18,3,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-2,03/09/18,3,Turdus plumbeus,RLTH,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-2,03/09/18,3,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas III,6877-2,03/09/18,4,Turdus plumbeus,RLTH,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas III,6877-2,03/09/18,4,Melanerpes portoricensis,PRWO,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas III,6877-2,03/09/18,4,Turdus plumbeus,RLTH,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-2,03/09/18,4,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-2,03/09/18,4,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-2,03/09/18,4,Todus mexicanus,PRTO,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas III,6877-2,03/09/18,4,Coereba flaveola,BANA,2,0-10,Sound (Canto),,,,,,,,,
Adjuntas III,6877-4,03/09/18,1,Patagioenas squamosa,SNPI,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-4,03/09/18,1,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas III,6877-4,03/09/18,2,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas III,6877-4,03/09/18,3,Margarops fuscatus,PETH,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-4,03/09/18,4,Margarops fuscatus,PETH,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas III,6877-4,03/09/18,4,Loxigilla portoricensis,PRBU,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas III,6877-4,03/09/18,4,Margarops fuscatus,PETH,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-4,03/09/18,4,Spindalis portoricensis,PRSP,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-4,03/09/18,,Buteo jamaicensis,RTHA,,Fly-over/Volandos,,,,,,,,,,
Adjuntas III,6877-5,03/09/18,1,Loxigilla portoricensis,PRBU,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas III,6877-5,03/09/18,1,Vireo altiloquus,BWVI,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas III,6877-5,03/09/18,1,Myiarchus antillarum,PRFL,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas III,6877-5,03/09/18,2,Todus mexicanus,PRTO,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-5,03/09/18,2,Turdus plumbeus,RLTH,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-5,03/09/18,2,Margarops fuscatus,PETH,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-5,03/09/18,2,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas III,6877-5,03/09/18,2,Margarops fuscatus,PETH,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas III,6877-5,03/09/18,2,Zenaida aurita,ZEND,2,0-10,Sound (Canto),,,,,,,,,
Adjuntas III,6877-5,03/09/18,3,Loxigilla portoricensis,PRBU,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas III,6877-5,03/09/18,3,Todus mexicanus,PRTO,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas III,6877-5,03/09/18,3,Vireo altiloquus,BWVI,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas III,6877-5,03/09/18,4,Coccyzus vieilloti,PRLC,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas III,6877-5,03/09/18,4,Loxigilla portoricensis,PRBU,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas III,6877-5,03/09/18,4,Vireo altiloquus,BWVI,2,11-25,Sound (Canto),,,,,,,,,
Adjuntas III,6877-5,03/09/18,4,Vireo altiloquus,BWVI,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas III,6877-5,03/09/18,4,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas III,6877-5,03/09/18,,Buteo jamaicensis,RTHA,,Fly-over/Volandos,,,,,,,,,,
Adjuntas I,6000-1,03/09/18,1,Loxigilla portoricensis,PRBU,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas I,6000-1,03/09/18,1,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas I,6000-1,03/09/18,1,Vireo latimeri,PRVI,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas I,6000-1,03/09/18,1,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas I,6000-1,03/09/18,1,Spindalis portoricensis,PRSP,1,11-25,Sight (Visto),,,,,,,,,
Adjuntas I,6000-1,03/09/18,1,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas I,6000-1,03/09/18,1,Myiarchus antillarum,PRFL,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas I,6000-1,03/09/18,2,Vireo altiloquus,BWVI,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas I,6000-1,03/09/18,2,Patagioenas squamosa,SNPI,1,26-50,Sound (Canto),,,,,,,,,
Adjuntas I,6000-1,03/09/18,2,Vireo latimeri,PRVI,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas I,6000-1,03/09/18,2,Loxigilla portoricensis,PRBU,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas I,6000-1,03/09/18,2,Zenaida asiatica,WWDO,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas I,6000-1,03/09/18,2,Spindalis portoricensis,PRSP,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas I,6000-1,03/09/18,2,Quiscalus niger,GAGR,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas I,6000-1,03/09/18,2,Todus mexicanus,PRTO,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas I,6000-1,03/09/18,3,Vireo altiloquus,BWVI,2,11-25,Sound (Canto),,,,,,,,,
Adjuntas I,6000-1,03/09/18,3,Spindalis portoricensis,PRSP,2,11-25,Sound (Canto),,,,,,,,,
Adjuntas I,6000-1,03/09/18,3,Coereba flaveola,BANA,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas I,6000-1,03/09/18,3,Loxigilla portoricensis,PRBU,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas I,6000-1,03/09/18,3,Todus mexicanus,PRTO,2,0-10,Sound (Canto),,,,,,,,,
Adjuntas I,6000-1,03/09/18,3,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas I,6000-1,03/09/18,3,Loxigilla portoricensis,PRBU,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas I,6000-1,03/09/18,4,Loxigilla portoricensis,PRBU,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas I,6000-1,03/09/18,4,Vireo altiloquus,BWVI,1,11-25,Sound (Canto),,,,,,,,,
Adjuntas I,6000-1,03/09/18,4,Spindalis portoricensis,PRSP,1,0-10,Sound (Canto),,,,,,,,,
Adjuntas I,6000-1,03/09/18,4,Coereba flaveola,BANA,1,0-10,Sound (Canto),,,,,,,,,
